generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness,best_distance,avg_distance,diversity
0,150,0.00022269100950189147,0.0007670455368450422,0.0005447759040459124,0.00014155661550734443,1172.7035638237721,1702.5742801543395,86.4482326621924
1,150,0.0003247470959174542,0.0008285841370458742,0.000619671965113963,7.901249777786174e-05,1083.8124846959063,1391.9302829644141,90.00447427293065
2,150,0.0004307589774323929,0.0008285841370458742,0.0006289613007741736,8.478126680200367e-05,1083.8124846959063,1373.8084712373504,91.11973154362416
3,150,0.0002448222472273775,0.0008285841370458742,0.0006139586445579957,0.00010198473339960563,1083.8124846959063,1423.3351073006306,94.84751677852348
4,150,0.0003877327796267456,0.0008285841370458742,0.000628418990957551,9.962181268873287e-05,1083.8124846959063,1390.5218889810674,93.47695749440716
5,150,0.0002854381359387027,0.0008285841370458742,0.0006311505263534731,0.000105350037889333,1083.8124846959063,1401.6020631751373,93.21458612975391
6,150,0.00033841187754753724,0.0008285841370458742,0.0006159653611482643,0.0001131134453797302,1083.8124846959063,1441.6539570518557,94.92313199105145
7,150,0.0002927616822979488,0.0008285841370458742,0.000625772191916797,0.00012140138099310389,1083.8124846959063,1435.6635346657135,95.30872483221476
8,150,0.0003295215767815543,0.0008285841370458742,0.0006169848341522927,0.00012592299029363018,1083.8124846959063,1454.0768622602188,94.3787024608501
9,150,0.0003396610452090728,0.0008528165028681145,0.0006315841870746539,0.00012929794375996152,1088.5189501387329,1426.404860085987,91.37825503355705
10,150,0.00025855317784911403,0.0008611061890429565,0.0006280766518485252,0.0001336775257832236,1077.2307218669594,1451.7394157600104,92.40062639821029
11,150,0.0004302047664914711,0.0008611061890429565,0.00063796083904051,0.00012909770145464938,1077.2307218669594,1401.1290577474288,90.79015659955257
12,150,0.0003221977368317801,0.0008611061890429565,0.0006367249896142817,0.00013870525389025957,1077.2307218669594,1426.7469506148416,91.18711409395974
13,150,0.0002450018635569863,0.0008611061890429565,0.000623248314057883,0.0001358251621179168,1077.2307218669594,1452.066443191962,90.4552125279642
14,150,0.00042350099553542433,0.0008611061890429565,0.0006424319553502857,0.00013218114379172705,1077.2307218669594,1408.1987734203651,89.9744966442953
15,150,0.00031165621560938554,0.0008611061890429565,0.0006389758749655459,0.000140195491958237,1077.2307218669594,1422.553631003239,87.46049217002238
16,150,0.00024946785764101833,0.0008611061890429565,0.0006334073105827429,0.00014367818371107687,1077.2307218669594,1437.6150780465796,83.96465324384788
17,150,0.0004411300985573632,0.0008611061890429565,0.000657397151525665,0.00013473006271481176,1077.2307218669594,1385.7361128144055,84.32993288590605
18,150,0.000376038874546824,0.0008611061890429565,0.0006416108026936637,0.00013948950559334342,1077.2307218669594,1427.664266537027,83.46863534675616
19,150,0.0003403252405490918,0.0008611061890429565,0.0006455894146832368,0.00014179769293820496,1077.2307218669594,1401.2978803425217,82.04724832214765
20,150,0.00026986620989070053,0.0008611061890429565,0.000641995840256153,0.00015503595631857713,1077.2307218669594,1448.5279243940995,81.88250559284117
21,150,0.00035131255863263765,0.0008611061890429565,0.0006424043095627467,0.00013807136088343425,1077.2307218669594,1411.5031465765737,86.6993288590604
22,150,0.0002500496509685392,0.0008611061890429565,0.0006518691604196537,0.00014017708320238577,1077.2307218669594,1400.622182506081,84.88357941834452
23,150,0.00026923617403218207,0.0008611061890429565,0.0006576404297745197,0.0001470026453260836,1077.2307218669594,1399.3237056917196,79.55552572706935
24,150,0.00035982233087022617,0.0008611061890429565,0.0006610708917629791,0.00014754127451222144,1077.2307218669594,1390.5645273244893,78.65565995525728
25,150,0.00029454979112321307,0.0008611061890429565,0.000648744981160862,0.0001473958861832578,1077.2307218669594,1413.6228245166503,78.74058165548098
26,150,0.00026896188264687585,0.0008611061890429565,0.0006372588818662687,0.00013381451029952657,1077.2307218669594,1416.7440070300775,85.33834451901566
27,150,0.0003007354368248651,0.0008611061890429565,0.0006664059257669293,0.00014556782729649066,1077.2307218669594,1382.4200277043055,81.55302013422819
28,150,0.0003178317874254507,0.0008611061890429565,0.0006360653576497934,0.00014840581637801798,1077.2307218669594,1445.3924041883524,81.12599552572706
29,150,0.00028502199184164955,0.0008611061890429565,0.0006340742602505917,0.00014016176186458986,1077.2307218669594,1443.133688779572,87.6006263982103
30,150,0.0004412898247894113,0.0008611061890429565,0.000655043052441883,0.00013827767677492797,1077.2307218669594,1387.3579886391062,83.63212527964205
31,150,0.0004516739689226715,0.0008611061890429565,0.0006477799420364039,0.00013518344931084738,1077.2307218669594,1391.570596801821,81.17637583892618
32,150,0.00036858269955483496,0.0008611061890429565,0.0006330503072209361,0.00013447103497694538,1077.2307218669594,1439.3598214548585,85.36590604026846
33,150,0.0002717273128683562,0.0008611061890429565,0.0006321981843645882,0.00015080015076007367,1077.2307218669594,1446.987421014981,82.5503355704698
34,150,0.00043204274331614295,0.0008611061890429565,0.0006644332072560944,0.00014517784694748808,1077.2307218669594,1375.6087573272962,77.55087248322148
35,150,0.0003037414822887822,0.0008611061890429565,0.0006565397885217972,0.00014516177193179896,1077.2307218669594,1403.3721246989783,80.75069351230425
36,150,0.00028929998922199015,0.0008611061890429565,0.0006570319692192388,0.0001440740688638704,1077.2307218669594,1397.2909397894975,80.09145413870246
37,150,0.00028700572953200204,0.0008611061890429565,0.000634548439342415,0.00014288347488685424,1077.2307218669594,1442.6139344464568,86.22541387024609
38,150,0.00033738429955922344,0.0008611061890429565,0.0006589291507206232,0.00014235042880881893,1077.2307218669594,1390.0077277001815,84.04429530201342
39,150,0.00044929271112803814,0.0008616809408469961,0.0006509528063187929,0.00013390765618851377,1076.4561224863407,1382.9457988640193,83.14577181208054
