generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness,best_distance,avg_distance,diversity
0,99,0.0008163269833973381,0.002456872387983242,0.0015672681729078785,0.00032972314622376164,356.02154694361803,516.3649695842504,40.759637188208615
1,98,0.001341455610321105,0.002456872387983242,0.0017593595106380046,0.0002481796471373576,356.02154694361803,427.34898118020647,46.5402903429413
2,98,0.0007031179185107467,0.002456872387983242,0.0018003500484904437,0.0003582474403707444,356.02154694361803,444.93499558331564,47.127288028613506
3,98,0.0008427108859520145,0.002456872387983242,0.0018932899651236093,0.0003777638263865239,356.02154694361803,427.9496915292885,43.732800336629495
4,98,0.001278778368079967,0.0024671690679611293,0.0018997575638056905,0.0003765641201299124,354.3228507871983,422.2733949042384,41.164738060172525
5,98,0.0009742553843887668,0.0024671690679611293,0.0019157344951028926,0.0003583318575261601,354.3228507871983,418.64524154912255,39.909110035766886
6,98,0.001275572794632169,0.0024671690679611293,0.0019497833388301825,0.00036166878166621065,354.3228507871983,417.4416092214442,38.16515884704397
7,98,0.0011521592492963948,0.0024671690679611293,0.001953630943132425,0.00038020073816082725,354.3228507871983,422.3023364989642,34.405638544077426
8,98,0.0010698438118046287,0.0024671690679611293,0.0019024544426625959,0.00036223001860986555,354.3228507871983,423.2698772796859,39.93919629707553
9,98,0.0013885093246789673,0.0024671690679611293,0.0018787705266680042,0.0003631226615379055,354.3228507871983,431.6033949213481,40.64127919208921
10,98,0.000898940103296504,0.0024671690679611293,0.0019023060044633746,0.0003674884289353608,354.3228507871983,423.67721974571936,41.14096360193562
11,98,0.0009035649117640827,0.002468148382590427,0.0017986375956000767,0.0003589988281477082,354.1620263407572,440.8333961674617,43.56595834209973
12,98,0.0007280529544901315,0.002468148382590427,0.0018517489034028244,0.00037018932660458614,354.1620263407572,438.11286345914493,42.388175888912265
13,98,0.0011100995935088265,0.002468148382590427,0.001930132120379535,0.0003803035481844485,354.1620263407572,422.9431193081606,38.87397433200084
14,98,0.0013949009586193396,0.002468148382590427,0.0018879272911146864,0.00035375623703566404,354.1620263407572,425.465035696222,40.63328424153166
15,98,0.0009277286079491193,0.002468148382590427,0.001888436985492457,0.00042382320836929234,354.1620263407572,434.9745379662054,39.42099726488534
16,98,0.0011927238227206396,0.002468148382590427,0.001911530219893053,0.0003686785992180864,354.1620263407572,423.7892786218525,41.4045865768988
17,98,0.0008215153155159128,0.002468148382590427,0.001895551618474154,0.0003904156607635141,354.1620263407572,432.43375607405915,41.8651378077004
18,98,0.000994352887166959,0.002468148382590427,0.001920310769465376,0.00038366068338212386,354.1620263407572,425.09993919158256,39.905322953923836
19,98,0.0011950869398454102,0.002468148382590427,0.001897517879912048,0.0003745500625633775,354.1620263407572,425.60273191772865,40.582789816957714
20,98,0.000991369990993645,0.002468148382590427,0.0018264316296408435,0.0003852938639894114,354.1620263407572,434.65775226229516,41.23690300862613
21,98,0.0011282972244475986,0.002468148382590427,0.001885087530198155,0.0003780858636665275,354.1620263407572,424.6516913454961,40.16557963391542
22,98,0.0011543964650708952,0.002468148382590427,0.0018852267983516839,0.0004027438612076848,354.1620263407572,431.571413429796,39.78855459709657
23,98,0.001275314043563651,0.002468148382590427,0.0019002830205000062,0.00038627790472420384,354.1620263407572,425.91295807740903,35.95371344414054
24,98,0.0013693295210537328,0.002468148382590427,0.0019230188941265424,0.00036239910954335167,354.1620263407572,415.1192156309555,40.53986955606985
25,98,0.0012876329774678828,0.002468148382590427,0.001962835695361996,0.0003761096096592202,354.1620263407572,414.01095560047247,37.84767515253524
26,98,0.0013796252763703545,0.002468148382590427,0.0019942511089271015,0.0003905317939575504,354.1620263407572,408.1599754678274,35.659583420997265
27,98,0.0011677470824180125,0.002468148382590427,0.0018854891279266744,0.00038747150493020856,354.1620263407572,426.17531864103205,39.2985482852935
28,98,0.0014143903247024736,0.002468148382590427,0.001940290841168029,0.0003681608743467975,354.1620263407572,417.01483217265366,37.755312434252055
29,98,0.0011747593782762788,0.002468148382590427,0.001921085980981613,0.00036484432595731677,354.1620263407572,419.1923494714975,37.224069009046914
30,98,0.0008540400068242219,0.002468148382590427,0.0018895130815625143,0.00039434427638276637,354.1620263407572,426.44076688058703,39.67557332211235
31,98,0.0009589642382021906,0.002468148382590427,0.0018756188910442142,0.0003717389706231134,354.1620263407572,425.6139215696758,39.7302756154008
32,98,0.0009064472880945005,0.002468148382590427,0.001868448970882303,0.00036534932448471194,354.1620263407572,438.1735659776924,39.719124763307384
33,98,0.0011565883380702125,0.002468148382590427,0.001867513369996284,0.0003714637265370987,354.1620263407572,432.73117562779873,40.42983378918578
34,98,0.0012641907385497158,0.002468148382590427,0.0019198904608559181,0.000371810163841899,354.1620263407572,418.58169670876015,39.90111508520934
35,98,0.0010647147243194783,0.002468148382590427,0.001968801439133996,0.00038932984364835305,354.1620263407572,418.10725441727163,36.53103303176941
36,98,0.00117971697799855,0.002468148382590427,0.0019554225582834356,0.00037034179382244766,354.1620263407572,412.85423327381994,37.36398064380391
37,98,0.0010075368358483923,0.002468148382590427,0.0019666563956090306,0.00039358320424835323,354.1620263407572,418.96257309305145,36.74521354933726
38,98,0.0014886666783390531,0.002468148382590427,0.0018995537191697325,0.0003406171032443283,354.1620263407572,414.40623469147425,40.50220913107511
39,98,0.0009350188376596602,0.002468148382590427,0.001802795051227906,0.0003732269328968424,354.1620263407572,443.9312040756136,42.22007153376815
40,98,0.0010547942253529086,0.002468148382590427,0.00181098186125871,0.0003640337933430122,354.1620263407572,439.7143899089552,43.15379760151483
41,98,0.0008446535704900844,0.002468148382590427,0.001910536794299834,0.000428080513674656,354.1620263407572,437.3438620762521,39.06879865348201
42,98,0.000791525057275067,0.002468148382590427,0.001937918370726744,0.00037944527013212664,354.1620263407572,422.97180391532964,36.76309699137387
