generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness,best_distance,avg_distance,diversity
21,98,9.979931229174233e-06,9.993979284949194e-06,9.986509640622088e-06,5.382271459941289e-09,9.243421355427468,9.318992496302476,40.42794024826426
22,98,9.979990990154634e-06,9.994015605592256e-06,9.986598336614046e-06,5.012700269544485e-09,8.879778498604885,9.344151899752788,40.64148958552493
23,98,9.979855982624146e-06,9.994015605592256e-06,9.986998654819866e-06,5.548058390000117e-09,8.879778498604885,9.315645724490793,38.44897959183673
24,98,9.979859422412744e-06,9.994015605592256e-06,9.987015965703412e-06,5.53911408030811e-09,8.879778498604885,9.346067362064636,37.69072164948454
25,98,9.979954684215278e-06,9.994015605592256e-06,9.987007515234304e-06,5.419933664900868e-09,8.879778498604885,9.32744125992425,38.58868083315801
26,98,9.979982298755329e-06,9.994015605592256e-06,9.986386961420306e-06,5.290127676991911e-09,8.879778498604885,9.221598762221594,41.69703345255628
27,98,9.979870722610418e-06,9.994038642674814e-06,9.987729720272648e-06,5.278928258510773e-09,8.649132231001238,9.228450709121656,39.77971807279613
28,98,9.97995645577177e-06,9.994072083979852e-06,9.986938628972812e-06,5.074319188481889e-09,8.314321232991018,9.198133727488218,41.490216705238794
29,98,9.979963459965702e-06,9.994072083979852e-06,9.986570515886167e-06,5.308309788229059e-09,8.314321232991018,9.115965754219271,41.68819692825584
30,98,9.979975669394347e-06,9.994072083979852e-06,9.986328754254289e-06,5.139467104008005e-09,8.314321232991018,9.08939809333916,41.944666526404376
31,98,9.980027440849548e-06,9.994072083979852e-06,9.987939097201857e-06,5.0976658134497654e-09,8.314321232991018,9.066464216063185,41.7837155480749
32,98,9.980004939369129e-06,9.994072083979852e-06,9.986987465792864e-06,5.313727535482941e-09,8.314321232991018,9.017108386584608,42.40753208499895
33,98,9.979990220607805e-06,9.994073828596814e-06,9.98695269166232e-06,5.247021564233096e-09,8.296854364136568,8.956888624665469,43.32589943193772
34,98,9.979963924001833e-06,9.994073828596814e-06,9.987060876065683e-06,5.226677160983184e-09,8.296854364136568,8.89242071497024,42.38964864296234
35,98,9.979835975544133e-06,9.994073828596814e-06,9.986795576839005e-06,5.4838218922633474e-09,8.296854364136568,8.800026303828563,42.36082474226804
36,98,9.979966235559183e-06,9.994073828596814e-06,9.98711210789934e-06,5.302852570084704e-09,8.296854364136568,8.787746536925917,42.68945928887019
37,98,9.980024992294432e-06,9.994073828596814e-06,9.987504922635276e-06,5.0813512269845486e-09,8.296854364136568,8.622806866844892,41.35514411950347
38,98,9.980013372270745e-06,9.994085628486802e-06,9.986715468365047e-06,5.687524479756832e-09,8.178715622972796,8.58511384995368,39.261939827477384
39,98,9.979920185514893e-06,9.994085628486802e-06,9.987322486913031e-06,5.624006515323577e-09,8.178715622972796,8.620863092256139,39.17252261729434
40,98,9.980014991213314e-06,9.994085628486802e-06,9.987124505314263e-06,5.529376849818669e-09,8.178715622972796,8.563873517150249,39.156111929307805
41,98,9.979928549253628e-06,9.994085628486802e-06,9.98696963908663e-06,5.349504589954296e-09,8.178715622972796,8.686019987686095,39.84472964443509
42,98,9.980015275596e-06,9.994085628486802e-06,9.98670689639018e-06,5.816611623444902e-09,8.178715622972796,8.570511959719749,39.396591626341255
43,98,9.979874383486846e-06,9.994085628486802e-06,9.987894801126457e-06,5.654803934660815e-09,8.178715622972796,8.49610314885193,38.24910582789817
44,98,9.98007099228504e-06,9.994085628486802e-06,9.988636873453741e-06,5.3346344865907385e-09,8.178715622972796,8.503378613678292,38.406900904691774
45,98,9.979989248403536e-06,9.994085628486802e-06,9.986733634365918e-06,5.64892202972627e-09,8.178715622972796,8.504572601975497,40.38565116768357
46,98,9.979987491717236e-06,9.994099739519206e-06,9.986839298919112e-06,5.910254941022507e-09,8.037438434437766,8.468569423859638,41.19671786240269
47,98,9.980052267338033e-06,9.994099739519206e-06,9.9882198214955e-06,5.309932625906818e-09,8.037438434437766,8.397589976489979,38.1077214390911
48,98,9.980078633856687e-06,9.994099739519206e-06,9.98706496618319e-06,5.421660722826621e-09,8.037438434437766,8.445333029529435,39.6217126025668
49,98,9.980005051825804e-06,9.994099739519206e-06,9.987705128358514e-06,5.94539363046919e-09,8.037438434437766,8.360036584759667,38.263833368398906
